"*RESPNUM","CCGID","RUNID","INTDATE","EGYPTAIR","DAY","GATE","BAREA","STRATA","PEAK","METHOD","SAQ","AIRLINE","DESTINATION","FLIGHT","AIRLINE CODE","DEST CODE","DESTGEO","DESTMARK","ARRTIME","DEPTIME","HOWLONG","Q2PURP1","Q2PURP2","Q2PURP3","Q3GETTO1","Q3GETTO2","Q3GETTO3","Q3PARK","Q4BAGS","Q4STORE","Q4FOOD","Q4WIFI","Q5TIMESFLOWN","Q5FIRSTTIME","Q6LONGUSE","Q7ART","Q7FOOD","Q7STORE","Q7SIGN","Q7WALKWAYS","Q7SCREENS","Q7INFODOWN","Q7INFOUP","Q7WIFI","Q7ROADS","Q7PARK","Q7AIRTRAIN","Q7LTPARKING","Q7RENTAL","Q7ALL","Q8COM","Q8COM2","Q8COM3","Q8COM4","Q8COM5","Q9BOARDING","Q9AIRTRAIN","Q9RENTAL","Q9FOOD","Q9RESTROOM","Q9ALL","Q9COM","Q9COM2","Q9COM3","Q10SAFE","Q10COM1","Q10COM2","Q10COM3","Q11TSAPRE","Q12PRECHECKRATE","Q12PRECOM1","Q12PRECOM2","Q12PRECOM3","Q13 COUNTY","Q13GETRATE","Q14FIND","Q14PASSTHRU","Q15PROBLEM","Q15COM1","Q15COM2","Q15COM3","Q16LIVE","Q17CITY","Q17STATE","Q17ZIP","Q17COUNTRY","HOME","Q18PET","Q19AGE","Q20GENDER","Q21INCME","Q22FLY","Q23SJC","Q23OAK","LANG","WEIGHT"
"1719","1576","774","42507","1","3","21","B","3","2","1","2","FRONTIER","CINCINNATI","1194","18","14","3","1","20:40:00","22:35:00","115","3","","","1","","","4","1","0","0","1","2","1","2","5","3","2","3","3","3","3","3","5","3","3","4","4","6","3","999","","","","","4","6","6","6","4","4","0","","","5","0","","","2","","","","","9","3","3","3","2","","","","1","SONOMA","CA","95476","UNITED STATES","7","1","65-Over","0","2","2","1","4","1","0.97551767151767"
"830","796","810","42509","2","5","93","G","3","3","1","2","AER LINGUS","DUBLIN","146","1","19","6","2","14:00:00","17:30:00","210","2","","","13","","","","1","1","1","2","2","1","4","0","3","3","3","3","3","1","1","6","4","2","6","6","6","3","0","","","","","4","6","6","3","4","4","0","","","4","5","","","1","4","4","","","9","4","2","3","1","1","","","1","SANTA ROSA","CA","95409","UNITED STATES","7","1","65-Over","0","2","2","2","2","1","0.97551767151767"
"2190","3020","522","42497","1","7","10","A","2","2","1","2","JETBLUE","NEW YORK-JFK","916","20","43","2","4","13:00:00","16:20:00","200","2","","","2","","","","1","1","2","2","2","1","4","4","3","3","4","5","4","6","6","3","4","2","4","4","6","4","0","","","","","4","4","0","3","4","4","0","","","5","21","","","2","","","","","8","5","4","3","0","","","","1","LOS GATOS","CA","","UNITED STATES","10","5","65-Over","0","3","2","1","2","1","0.3557037037037"
"2256","2869","535","42498","1","1","28","B","2","1","1","2","SOUTHWEST","LAS VEGAS","1051","25","30","1","4","8:30:00","11:15:00","165","1","3","","9","","","","1","1","2","2","1","1","2","5","6","4","5","4","4","6","6","6","0","0","0","0","1","4","0","","","","","3","4","3","6","3","4","0","","","3","0","","","1","4","0","","","6","0","3","4","1","5","","","3","MARYLAND HEIGHTS","MO","63043","UNITED STATES","11","1","65-Over","0","3","2","2","2","1","0.8875125"
"2012","932","813","42509","2","5","99","G","3","3","1","2","LUFTHANSA","MUNICH","459","22","41","6","4","18:25:00","20:45:00","140","2","","","2","","","","1","2","2","1","3","1","4","5","5","4","4","3","3","3","3","3","4","5","4","3","3","4","0","","","","","5","5","4","5","5","5","0","","","5","1","4","","2","","","","","6","4","4","2","2","","","","1","SAN MATEO","CA","94402","UNITED STATES","2","1","65-Over","0","3","2","1","1","1","0.97551767151767"
"1718","1575","774","42507","1","3","21","B","3","2","1","2","FRONTIER","CINCINNATI","1194","18","14","3","1","19:45:00","22:35:00","170","3","6","","7","","","","1","2","2","2","1","1","2","3","3","3","3","4","4","3","3","3","0","0","0","0","0","4","0","","","","","4","0","0","0","5","4","0","","","4","5","","","1","5","1","","","8","3","4","4","2","","","","1","BENICIA","CA","94510","UNITED STATES","8","1","65-Over","0","4","2","4","1","1","0.97551767151767"
"832","798","810","42509","2","5","93","G","3","3","1","2","AER LINGUS","DUBLIN","146","1","19","6","2","12:00:00","17:30:00","330","1","2","","3","","","","1","1","1","2","3","1","4","4","4","4","3","4","3","6","6","6","6","6","6","6","6","4","0","","","","","3","5","6","4","4","4","0","","","5","5","","","2","","","","","11","3","3","5","2","","","","3","FOUNTAIN HILLS","AZ","85268","UNITED STATES","10","1","65-Over","0","0","2","2","1","1","0.97551767151767"
"461","410","842","42511","2","7","99","G","2","3","1","2","AIR CHINA","BEIJING","986","4","5","8","4","10:30:00","14:50:00","260","3","","","1","","","2","1","1","0","0","4","1","4","3","3","4","4","5","4","4","4","5","5","4","4","3","3","4","0","","","","","4","0","4","0","5","4","0","","","4","0","","","1","3","0","","","0","0","3","3","0","","","","0","","","","","99","5","65-Over","0","0","4","4","4","3","0.97551767151767"
"2275","2838","571","42499","1","2","7","A","2","3","1","2","ASIANA","SEOUL-INCHEON","211","10","61","8","3","N","12:40:00","N","3","","","2","","","","1","0","1","1","2","1","2","3","6","3","4","4","3","3","6","5","4","4","4","4","6","4","0","","","","","5","4","6","6","2","3","0","","","4","0","","","2","","","","","14","4","4","5","2","","","","3","SACRAMENTO","CA","95816","UNITED STATES","10","1","Don't Know or Refused","0","1","1","2","2","1","0.97551767151767"
"2574","2819","572","42499","1","2","2","A","2","3","1","2","AEROMEXICO","MEXICO CITY","669","2","37","4","3","N","13:35:00","N","3","","","7","","","","1","0","1","0","3","0","4","0","6","0","6","6","6","6","6","6","6","6","6","6","6","6","0","","","","","6","6","6","6","6","6","0","","","5","0","","","1","5","0","","","5","0","0","0","2","","","","1","SAN FRANCISCO","CA","94112","UNITED STATES","1","1","Don't Know or Refused","0","1","2","2","2","2","0.97551767151767"
"772","611","826","42511","2","7","92","G","1","3","1","2","AIR CANADA","MONTREAL","760","3","40","4","2","6:30:00","9:40:00","190","2","","","8","","","","1","0","1","0","2","1","4","4","4","4","4","4","4","6","6","6","3","6","6","6","6","5","0","","","","","5","6","6","5","5","5","0","","","5","0","","","1","4","0","","","2","5","4","2","2","","","","1","PINOLE","CA","94564","UNITED STATES","5","1","Don't Know or Refused","0","2","2","4","1","1","0.2510956937799"
"1652","1645","740","42505","1","1","53","D","2","1","1","2","VIRGIN AMERICA","LAS VEGAS","906","30","30","1","4","11:00:00","12:35:00","95","2","","","4","","","","1","1","2","2","2","1","4","5","5","5","5","6","5","5","5","6","5","6","6","6","6","5","404","","","","","5","6","6","6","4","4","0","","","5","1","24","","1","5","0","","","3","3","5","5","2","","","","1","NOVATO","CA","94947","UNITED STATES","6","1","Don't Know or Refused","0","3","2","2","2","1","1.0005296442688"
"2272","2835","571","42499","1","2","7","A","2","3","1","2","ASIANA","SEOUL-INCHEON","211","10","61","8","3","6:30:00","12:40:00","370","2","3","","2","","","","1","1","1","1","3","1","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","5","5","0","","","5","24","","","2","","","","","2","4","5","5","2","","","","1","ANTIOCH","CA","94509","UNITED STATES","5","1","Don't Know or Refused","0","4","2","1","1","1","0.97551767151767"
"802","835","799","42509","2","5","4","A","1","3","1","2","ALASKA","PUERTO VALLARTA","222","7","52","4","1","8:00:00","10:35:00","155","2","","","2","","","","1","0","1","0","2","1","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","0","","","","","4","0","0","0","4","4","0","","","4","0","","","1","5","0","","","0","1","5","5","2","","","","1","","","","","90","1","Don't Know or Refused","0","4","2","4","1","1","0.35525"
"1281","2750","516","42496","1","6","50","D","3","2","1","2","VIRGIN AMERICA","DENVER","870","30","16","1","4","17:40:00","18:55:00","75","3","","","5","","","","2","2","1","1","5","1","2","5","3","5","5","5","5","5","5","4","3","4","5","5","6","4","203","","","","","4","5","6","4","4","4","0","","","5","0","","","2","","","","","6","5","5","5","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.0005296442688"
"1286","2755","516","42496","1","6","50","D","3","2","1","2","VIRGIN AMERICA","DENVER","870","30","16","1","4","17:00:00","18:55:00","115","3","","","2","","","","0","0","1","1","6","1","4","5","3","3","3","3","5","5","5","5","1","1","1","4","1","4","20","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","6","0","5","5","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.0005296442688"
"2384","2569","508","42496","1","6","92","G","2","3","1","2","AIR CANADA","TORONTO","738","3","67","4","4","N","11:35:00","N","1","","","6","","","","2","1","1","2","1","1","4","1","2","2","4","4","4","3","3","1","0","0","0","0","0","4","207","708","","","","4","4","0","4","5","4","0","","","5","0","","","0","","","","","0","0","4","5","2","","","","3","","","","CANADA","13","1","Don't Know or Refused","0","0","4","4","4","1","0.2510956937799"
"2984","2458","517","42496","1","6","52","D","3","2","1","2","VIRGIN AMERICA","LOS ANGELES","942","30","34","1","4","17:30:00","19:40:00","130","3","","","5","","","","1","1","1","1","3","1","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","5","0","5","5","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.0005296442688"
"3041","2550","506","42496","1","6","90","F","2","2","1","2","UNITED","BOSTON","242","28","7","2","3","12:00:00","14:30:00","150","1","","","4","","","","1","1","1","2","1","1","3","4","4","4","4","4","4","6","6","6","4","4","4","6","2","4","0","","","","","0","0","0","0","0","0","0","","","0","0","","","0","","","","","0","0","0","0","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"3057","2560","506","42496","1","6","90","F","2","2","1","2","UNITED","BOSTON","242","28","7","2","3","12:30:00","14:30:00","120","2","","","6","","","","2","2","1","1","1","0","2","5","3","3","4","4","4","4","4","4","6","6","5","6","6","0","0","","","","","0","0","0","0","0","0","0","","","0","0","","","0","","","","","0","4","0","0","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"3060","2494","503","42496","1","6","80","F","2","1","1","2","UNITED","HONOLULU","300","28","26","1","2","9:50:00","11:25:00","95","2","","","4","","","","1","1","2","2","1","1","2","5","5","5","5","4","4","4","4","4","6","6","6","6","6","4","103","","","","","5","6","6","6","3","4","0","","","0","0","","","0","","","","","0","0","0","0","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"3067","2501","503","42496","1","6","80","F","2","1","1","2","UNITED","HONOLULU","300","28","26","1","2","9:13:00","11:25:00","132","2","","","1","","","0","2","2","2","2","1","1","4","4","6","6","4","4","4","6","6","6","4","6","4","6","4","4","0","","","","","4","6","6","6","5","4","0","","","4","0","","","1","0","0","","","1","0","4","2","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"3086","2520","502","42496","1","6","4","A","1","1","1","2","UNITED","CHICAGO-O'HARE","728","28","13","3","4","8:30:00","10:35:00","125","2","","","2","","","","1","0","0","0","1","1","3","3","2","4","4","3","3","3","4","0","4","6","3","6","6","4","0","","","","","4","6","6","3","4","5","1","","","0","0","","","0","","","","","0","0","0","0","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"2096","2659","531","42497","1","7","41","C","3","2","1","2","DELTA","NEW YORK-JFK","2240","15","43","2","4","19:15:00","21:00:00","105","1","2","","2","5","","","1","1","2","2","4","1","3","6","3","3","2","3","3","3","3","4","3","2","3","3","2","3","609","","","","","4","6","6","3","2","3","0","","","0","0","","","0","","","","","0","0","0","0","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.0455967741935"
"2108","2671","531","42497","1","7","41","C","3","2","1","2","DELTA","NEW YORK-JFK","2240","15","43","2","4","18:00:00","21:00:00","180","2","","","6","","","","1","2","2","2","1","2","1","1","6","6","1","3","1","6","6","6","6","6","0","0","0","0","0","","","","","5","2","6","6","5","4","0","","","5","0","","","3","","","","","5","1","1","5","1","3","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.0455967741935"
"2330","2985","520","42497","1","7","4","A","2","3","1","2","CHINA SOUTHERN","WUHAN","660","14","70","8","3","9:00:00","13:55:00","295","0","","","3","","","","1","1","0","0","3","1","1","4","3","2","3","3","4","4","4","2","0","0","0","0","0","0","0","","","","","5","5","6","5","5","5","0","","","0","0","","","0","","","","","11","0","0","0","1","1","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","0.97551767151767"
"2128","2628","554","42498","1","1","78","F","3","2","1","2","UNITED","ONTARIO (CALIF)","5077","28","45","1","1","18:00:00","19:55:00","115","2","","","3","","","","1","1","1","1","1","1","4","3","5","4","5","5","5","4","4","4","6","6","6","6","6","4","404","","","","","2","0","5","5","5","2","7","","","3","39","","","1","0","1","","","11","4","5","5","2","","","","3","ONTARIO","CA","","UNITED STATES","10","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"2141","2621","555","42498","1","1","84","F","3","2","1","2","UNITED","PALM SPRINGS","5338","28","46","2","1","N","20:52:00","N","1","2","3","3","","","","2","1","1","1","2","1","2","1","4","3","3","3","3","0","3","4","6","6","6","6","6","3","307","","","","","2","0","0","0","4","3","3","","","3","16","","","0","","","","","11","0","0","0","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"2309","2926","547","42498","1","1","92","G","2","3","1","2","UNITED INTL","PARIS-DE GAULLE","990","29","47","6","4","11:00:00","14:45:00","225","2","","","9","","","","0","0","1","2","1","1","2","0","0","0","4","4","4","4","4","0","5","0","0","0","5","5","999","","","","","0","0","0","0","0","0","0","","","5","21","","","1","5","0","","","5","5","5","5","2","","","","3","MOUTIERS","","","FRANCE","15","1","Don't Know or Refused","0","0","2","4","4","1","0.91742168674699"
"2346","2943","548","42498","1","1","96","G","2","3","1","1","AIR CANADA","TORONTO","784","3","67","4","4","13:45:00","16:00:00","135","2","","","3","","","","1","1","1","1","2","2","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","990","","","","","5","5","5","5","5","5","1","","","5","5","","","4","","","","","11","6","6","6","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","0.2510956937799"
"275","142","558","42499","1","2","74","F","1","2","1","2","UNITED","DENVER","1444","28","16","1","4","5:45:00","6:50:00","65","3","","","1","","","3","2","2","2","2","2","1","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","0","","","","","5","5","5","5","5","5","0","","","5","0","","","0","","","","","6","0","5","5","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"352","7","577","42499","1","2","31","B","3","2","1","2","SOUTHWEST","SANTA ANA","1860","25","58","1","2","16:45:00","17:55:00","70","3","","","2","","","","2","2","1","2","3","1","4","4","3","3","4","4","4","3","3","6","3","6","6","6","6","3","203","","","","","5","6","6","4","4","4","0","","","3","0","","","2","","","","","5","4","4","4","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","0.8875125"
"1803","1503","603","42499","1","2","98","G","2","3","1","2","UNITED INTL","FRANKFURT","58","29","21","6","4","12:00:00","14:00:00","120","2","","","1","","","4","2","1","2","2","3","1","4","4","3","4","4","4","4","4","4","2","4","4","4","4","6","4","0","","","","","4","4","4","4","4","4","0","","","3","0","","","2","","","","","2","3","3","4","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","0.91742168674699"
"2480","1490","602","42499","1","2","91","G","2","3","1","2","UNITED INTL","CHENGDU","9","29","12","8","4","10:30:00","13:20:00","170","1","","","9","","","","1","1","0","1","1","2","1","2","2","3","4","5","3","4","4","5","5","6","5","6","6","4","3","","","","","5","5","5","6","4","5","0","","","0","0","","","3","","","","","23","0","5","5","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","3","0.91742168674699"
"2482","1492","602","42499","1","2","91","G","2","3","1","2","UNITED INTL","CHENGDU","9","29","12","8","4","12:00:00","13:20:00","80","4","","","3","","","","2","2","2","2","2","1","2","5","5","5","5","5","5","5","5","5","5","6","6","6","6","5","999","","","","","5","5","5","5","5","5","0","","","5","5","","","2","","","","","11","6","5","6","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","3","0.91742168674699"
"2484","1494","602","42499","1","2","91","G","2","3","1","2","UNITED INTL","CHENGDU","9","29","12","8","4","N","13:20:00","N","3","","","2","","","","1","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","2","319","","","","5","5","5","5","5","5","0","","","5","0","","","2","","","","","0","5","5","0","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","3","0.91742168674699"
"2563","2808","572","42499","1","2","2","A","2","3","1","2","AEROMEXICO","MEXICO CITY","669","2","37","4","3","11:30:00","13:35:00","125","2","","","6","","","","1","1","2","2","2","1","4","4","3","4","4","5","5","6","6","6","6","6","6","6","6","4","0","","","","","5","5","6","6","5","5","0","","","5","0","","","2","","","","","2","5","5","5","1","10","1","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","0.97551767151767"
"2908","1470","592","42500","1","3","61","E","3","2","1","2","UNITED","PHOENIX","1524","28","49","1","4","18:00:00","20:45:00","165","1","","","3","","","","1","2","2","2","1","2","0","3","6","6","4","5","4","4","6","6","6","6","6","6","6","4","0","","","","","5","6","6","6","3","4","0","","","0","0","","","0","","","","","11","0","0","0","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.757875"
"21","98","609","42501","1","4","44","C","2","2","1","2","DELTA","LOS ANGELES","2773","15","34","1","4","16:00:00","17:00:00","60","1","","","8","","","","2","1","2","2","3","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","","","","","3","0","0","0","0","0","0","","","0","0","","","1","2","20","","","5","5","5","4","0","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.0455967741935"
"26","100","609","42501","1","4","44","C","2","2","1","2","DELTA","LOS ANGELES","2773","15","34","1","4","14:45:00","17:00:00","135","3","","","2","","","","2","1","2","2","1","1","4","5","6","3","3","3","3","6","6","6","4","6","6","6","6","5","0","","","","","4","6","6","6","6","6","0","","","2","10","","","1","5","1","","","5","5","5","5","2","","","","0","","","","","99","5","Don't Know or Refused","0","0","4","4","4","1","1.0455967741935"
